Date,Description,Deposits,Withdrawls,Balance
16-Feb-21,Cheque,0,"88,438.05","88,438.05"
16-Feb-21,IMPS,0,"44,219.03","44,219.02"
16-Feb-21,Reversal,0,"11,054.76","33,164.26"
16-Feb-21,Debit Card,"483,187.25",0,"516,351.51"
16-Feb-21,Reversal,0,"86,058.59","430,292.92"
16-Feb-21,Interest,0,"43,029.29","387,263.63"
16-Feb-21,Cash,0,"193,631.82","193,631.82"
16-Feb-21,ATM,0,"27,661.69","165,970.13"
16-Feb-21,Bill,"442,024.00",0,"607,994.13"
16-Feb-21,Reversal,"31,580.00",0,"639,574.13"
16-Feb-21,Interest,169.96,0,"639,744.09"
16-Feb-21,Miscellaneous,0,"71,082.68","568,661.41"
16-Feb-21,Reversal,"193,762.40",0,"762,423.81"
16-Feb-21,Transfer,15.2,0,"762,439.01"
16-Feb-21,RTGS,331.6,0,"762,770.61"
16-Feb-21,Transfer,"855,068.00",0,"1,617,838.61"
16-Feb-21,Bill,1,0,"1,617,839.61"
16-Feb-21,RTGS,670.55,0,"1,618,510.16"
16-Feb-21,Debit Card,6.5,0,"1,618,516.66"
16-Feb-21,Miscellaneous,0,"179,835.18","1,438,681.48"
16-Feb-21,IMPS,0,"239,780.25","1,198,901.23"
16-Feb-21,Cash,0,"119,890.12","1,079,011.11"
16-Feb-21,Tax,45,0,"1,079,056.11"
16-Feb-21,Purchase,0,"215,811.22","863,244.89"
16-Feb-21,Commission,0,"431,622.45","431,622.44"
16-Feb-21,Interest,0,"215,811.22","215,811.22"
16-Feb-21,Transfer,0,"107,905.61","107,905.61"
16-Feb-21,Purchase,267,0,"108,172.61"
16-Feb-21,Purchase,0,"15,453.23","92,719.38"
16-Feb-21,ATM,"6,659.30",0,"99,378.68"
16-Feb-21,Bill,5,0,"99,383.68"
16-Feb-21,Commission,415.3,0,"99,798.98"
16-Feb-21,ATM,"1,414,538.00",0,"1,514,336.98"
16-Feb-21,Cash,"2,968.30",0,"1,517,305.28"
16-Feb-21,Interest,"30,035.00",0,"1,547,340.28"
16-Feb-21,NEFT,19,0,"1,547,359.28"
16-Feb-21,Debit Card,0,"773,679.64","773,679.64"
16-Feb-21,Tax,144.1,0,"773,823.74"
16-Feb-21,ATM,"2,122.10",0,"775,945.84"
16-Feb-21,Transfer,0,"155,189.17","620,756.67"
16-Feb-21,Transfer,"638,848.00",0,"1,259,604.67"
16-Feb-21,RTGS,"24,057.00",0,"1,283,661.67"
16-Feb-21,Interest,0,"128,366.17","1,155,295.50"
16-Feb-21,Miscellaneous,501,0,"1,155,796.50"
16-Feb-21,Transfer,186,0,"1,155,982.50"
16-Feb-21,Bill,"3,161.94",0,"1,159,144.44"
16-Feb-21,Bill,239.6,0,"1,159,384.04"
16-Feb-21,RTGS,59.05,0,"1,159,443.09"
16-Feb-21,Tax,"2,084,854.00",0,"3,244,297.09"
16-Feb-21,Debit Card,"1,687.10",0,"3,245,984.19"
16-Feb-21,Miscellaneous,0,"540,997.37","2,704,986.82"
16-Feb-21,Interest,"18,687.40",0,"2,723,674.22"
16-Feb-21,ATM,"1,715,361.00",0,"4,439,035.22"
16-Feb-21,Interest,0,"887,807.04","3,551,228.18"
16-Feb-21,NEFT,0,"1,183,742.73","2,367,485.45"
16-Feb-21,Cheque,0,"295,935.68","2,071,549.77"
16-Feb-21,Miscellaneous,0,"207,154.98","1,864,394.79"
16-Feb-21,Transfer,13.3,0,"1,864,408.09"
16-Feb-21,NEFT,0,"932,204.05","932,204.04"
16-Feb-21,Commission,173.1,0,"932,377.14"
16-Feb-21,Cheque,"1,237.40",0,"933,614.54"
16-Feb-21,NEFT,275,0,"933,889.54"
16-Feb-21,Reversal,0,"466,944.77","466,944.77"
16-Feb-21,Bill,0,"51,882.75","415,062.02"
16-Feb-21,Reversal,0,"83,012.40","332,049.62"
16-Feb-21,Commission,0,"36,894.40","295,155.22"
16-Feb-21,Debit Card,32.17,0,"295,187.39"
16-Feb-21,Reversal,0,"36,898.42","258,288.97"
16-Feb-21,NEFT,0,"28,698.77","229,590.20"
16-Feb-21,Bill,0,"76,530.07","153,060.13"
16-Feb-21,IMPS,0,"51,020.04","102,040.09"
16-Feb-21,Cash,"1,400.45",0,"103,440.54"
16-Feb-21,Bill,0,"25,860.14","77,580.40"
16-Feb-21,Bill,0,"38,790.20","38,790.20"
16-Feb-21,Miscellaneous,"2,481.30",0,"41,271.50"
16-Feb-21,Interest,0,"5,895.93","35,375.57"
16-Feb-21,Tax,"25,643.00",0,"61,018.57"
16-Feb-21,IMPS,"24,318.80",0,"85,337.37"
16-Feb-21,Commission,0,"21,334.34","64,003.03"
16-Feb-21,Commission,330.58,0,"64,333.61"
16-Feb-21,Bill,29.15,0,"64,362.76"
16-Feb-21,Purchase,"17,693.15",0,"82,055.91"
16-Feb-21,Bill,"22,198.74",0,"104,254.65"
16-Feb-21,Cash,244,0,"104,498.65"
16-Feb-21,NEFT,0,"14,928.38","89,570.27"
16-Feb-21,Cash,285,0,"89,855.27"
16-Feb-21,Tax,0,"29,951.76","59,903.51"
16-Feb-21,Bill,0,"14,975.88","44,927.63"
16-Feb-21,Tax,492,0,"45,419.63"
16-Feb-21,ATM,152.24,0,"45,571.87"
16-Feb-21,Debit Card,"51,944.69",0,"97,516.56"
16-Feb-21,NEFT,"4,750.00",0,"102,266.56"
16-Feb-21,Purchase,"312,495.00",0,"414,761.56"
16-Feb-21,Reversal,0.26,0,"414,761.82"
16-Feb-21,Tax,0,"207,380.91","207,380.91"
16-Feb-21,Tax,"14,566.38",0,"221,947.29"
16-Feb-21,Interest,"596,794.00",0,"818,741.29"
16-Feb-21,Cash,0,"409,370.65","409,370.64"
16-Feb-21,Commission,"1,883,996.00",0,"2,293,366.64"
16-Feb-21,Commission,0,"458,673.33","1,834,693.31"
16-Feb-21,Transfer,219.21,0,"1,834,912.52"
16-Feb-21,ATM,"15,989.14",0,"1,850,901.66"
16-Feb-21,Tax,0,"925,450.83","925,450.83"
16-Feb-21,ATM,"2,019,710.20",0,"2,945,161.03"
16-Feb-21,Cheque,"24,358.00",0,"2,969,519.03"
16-Feb-21,Transfer,"214,107.75",0,"3,183,626.78"
16-Feb-21,Debit Card,388.37,0,"3,184,015.15"
16-Feb-21,Transfer,0,"398,001.89","2,786,013.26"
16-Feb-21,Bill,381.5,0,"2,786,394.76"
16-Feb-21,Transfer,0,"278,639.48","2,507,755.28"
16-Feb-21,Commission,0,"1,253,877.64","1,253,877.64"
16-Feb-21,Tax,20.91,0,"1,253,898.55"
16-Feb-21,Debit Card,0,"313,474.64","940,423.91"
16-Feb-21,Cash,0,"313,474.64","626,949.27"
16-Feb-21,Transfer,0,"626,949.27",0
16-Feb-21,Interest,"3,292.10",0,"3,292.10"
16-Feb-21,IMPS,0,470.3,"2,821.80"
16-Feb-21,Debit Card,0,940.6,"1,881.20"
16-Feb-21,Bill,0,209.02,"1,672.18"
16-Feb-21,Reversal,0,836.09,836.09
17-Feb-21,Tax,0,836.09,0
17-Feb-21,Cheque,13.1,0,13.1
17-Feb-21,IMPS,"4,282.00",0,"4,295.10"
17-Feb-21,Purchase,0,613.59,"3,681.51"
17-Feb-21,Bill,"3,747.30",0,"7,428.81"
17-Feb-21,Commission,0,"1,485.76","5,943.05"
17-Feb-21,Bill,0,"1,485.76","4,457.29"
17-Feb-21,Bill,24.7,0,"4,481.99"
17-Feb-21,Tax,"225,090.25",0,"229,572.24"
17-Feb-21,Commission,"136,957.70",0,"366,529.94"
17-Feb-21,Purchase,437.04,0,"366,966.98"
17-Feb-21,Commission,3.98,0,"366,970.96"
17-Feb-21,Cheque,"19,773.00",0,"386,743.96"
17-Feb-21,NEFT,"226,540.00",0,"613,283.96"
17-Feb-21,Commission,0,"61,328.40","551,955.56"
17-Feb-21,Debit Card,"219,670.20",0,"771,625.76"
17-Feb-21,NEFT,0,"257,208.59","514,417.17"
17-Feb-21,Purchase,0,"257,208.59","257,208.58"
17-Feb-21,Cheque,0,"128,604.29","128,604.29"
17-Feb-21,Cash,0,"12,860.43","115,743.86"
17-Feb-21,Purchase,0.9,0,"115,744.76"
17-Feb-21,IMPS,"3,041.00",0,"118,785.76"
17-Feb-21,Cash,0,"23,757.15","95,028.61"
17-Feb-21,Reversal,0,"11,878.58","83,150.03"
17-Feb-21,Cheque,19,0,"83,169.03"
17-Feb-21,Purchase,0,"16,633.81","66,535.22"
17-Feb-21,Commission,0,"22,178.41","44,356.81"
17-Feb-21,Purchase,0,"8,871.36","35,485.45"
17-Feb-21,Cheque,41.78,0,"35,527.23"
17-Feb-21,Interest,0,"3,552.72","31,974.51"
17-Feb-21,Interest,"19,637.41",0,"51,611.92"
17-Feb-21,Bill,0,"5,734.66","45,877.26"
17-Feb-21,Commission,154.73,0,"46,031.99"
17-Feb-21,Cash,"22,280.00",0,"68,311.99"
18-Feb-21,Tax,"2,806.98",0,"71,118.97"
18-Feb-21,IMPS,46.49,0,"71,165.46"
18-Feb-21,Debit Card,179,0,"71,344.46"
18-Feb-21,Tax,0,"11,890.74","59,453.72"
18-Feb-21,Purchase,30.49,0,"59,484.21"
18-Feb-21,ATM,3.3,0,"59,487.51"
18-Feb-21,IMPS,484.06,0,"59,971.57"
18-Feb-21,Commission,0,"8,567.37","51,404.20"
18-Feb-21,Cheque,0,"25,702.10","25,702.10"
18-Feb-21,Purchase,2.7,0,"25,704.80"
18-Feb-21,ATM,69,0,"25,773.80"
18-Feb-21,Purchase,0,"25,773.80",0
18-Feb-21,Tax,"966,022.00",0,"966,022.00"
18-Feb-21,Miscellaneous,0,"161,003.67","805,018.33"
18-Feb-21,Miscellaneous,0,"115,002.62","690,015.71"
18-Feb-21,Commission,0,"230,005.24","460,010.47"
18-Feb-21,Purchase,"2,274.00",0,"462,284.47"
18-Feb-21,Reversal,0.3,0,"462,284.77"
19-Feb-21,NEFT,0,"115,571.19","346,713.58"
19-Feb-21,Transfer,0,"115,571.19","231,142.39"
19-Feb-21,IMPS,"5,165.00",0,"236,307.39"
19-Feb-21,ATM,"1,179,924.00",0,"1,416,231.39"
19-Feb-21,Debit Card,84.7,0,"1,416,316.09"
19-Feb-21,Tax,"2,881.00",0,"1,419,197.09"
19-Feb-21,Interest,0,"473,065.70","946,131.39"
19-Feb-21,RTGS,0,"105,125.71","841,005.68"
19-Feb-21,IMPS,0,"210,251.42","630,754.26"
20-Feb-21,Reversal,56.26,0,"630,810.52"
20-Feb-21,Miscellaneous,"110,838.31",0,"741,648.83"
20-Feb-21,Tax,"48,191.00",0,"789,839.83"
20-Feb-21,Tax,"1,182,284.00",0,"1,972,123.83"
20-Feb-21,Reversal,30.23,0,"1,972,154.06"
20-Feb-21,Reversal,0,"281,736.29","1,690,417.77"
20-Feb-21,Purchase,0,"1,690,417.77",0
20-Feb-21,Commission,"426,551.00",0,"426,551.00"
20-Feb-21,IMPS,0,"42,655.10","383,895.90"
20-Feb-21,Debit Card,185,0,"384,080.90"
20-Feb-21,IMPS,0,"128,026.97","256,053.93"
20-Feb-21,RTGS,0,"85,351.31","170,702.62"
20-Feb-21,ATM,2,0,"170,704.62"
20-Feb-21,Debit Card,0,"34,140.92","136,563.70"
20-Feb-21,Commission,0,"136,563.70",0
21-Feb-21,ATM,"3,167.00",0,"3,167.00"
21-Feb-21,Commission,7.3,0,"3,174.30"
21-Feb-21,Reversal,"1,350.00",0,"4,524.30"
21-Feb-21,IMPS,0,452.43,"4,071.87"
21-Feb-21,Interest,2,0,"4,073.87"
21-Feb-21,Tax,0,407.39,"3,666.48"
22-Feb-21,Debit Card,0,523.78,"3,142.70"
22-Feb-21,Cheque,"23,344.64",0,"26,487.34"
22-Feb-21,Purchase,0,"6,621.84","19,865.50"
22-Feb-21,Reversal,0,"6,621.83","13,243.67"
22-Feb-21,IMPS,"1,954,740.50",0,"1,967,984.17"
22-Feb-21,NEFT,316.23,0,"1,968,300.40"
22-Feb-21,Cheque,5.4,0,"1,968,305.80"
22-Feb-21,Purchase,0,"218,700.64","1,749,605.16"
22-Feb-21,Tax,0,"249,943.59","1,499,661.57"
23-Feb-21,NEFT,17,0,"1,499,678.57"
23-Feb-21,Interest,"1,293,273.00",0,"2,792,951.57"
23-Feb-21,Cash,400.98,0,"2,793,352.55"
23-Feb-21,Reversal,0,"2,793,352.55",0
23-Feb-21,Tax,"3,719.00",0,"3,719.00"
23-Feb-21,Debit Card,3.32,0,"3,722.32"
23-Feb-21,NEFT,"87,046.00",0,"90,768.32"
23-Feb-21,Tax,"21,650.60",0,"112,418.92"
23-Feb-21,Reversal,2,0,"112,420.92"
23-Feb-21,IMPS,0,"37,473.64","74,947.28"
23-Feb-21,Purchase,"2,556.70",0,"77,503.98"
23-Feb-21,ATM,365,0,"77,868.98"
23-Feb-21,Bill,0,"9,733.62","68,135.36"
23-Feb-21,Reversal,5,0,"68,140.36"
23-Feb-21,Tax,"3,741.00",0,"71,881.36"
23-Feb-21,Purchase,0,"11,980.23","59,901.13"
23-Feb-21,Cash,0,"5,990.11","53,911.02"
23-Feb-21,Commission,0,"17,970.34","35,940.68"
23-Feb-21,Interest,0,"35,940.68",0
23-Feb-21,ATM,180.1,0,180.1
23-Feb-21,ATM,9.8,0,189.9
23-Feb-21,Purchase,"2,354.20",0,"2,544.10"
23-Feb-21,Commission,"4,802.90",0,"7,347.00"
23-Feb-21,Commission,"89,194.20",0,"96,541.20"
23-Feb-21,Tax,48.1,0,"96,589.30"
23-Feb-21,Cheque,0,"96,589.30",0
23-Feb-21,Bill,"3,026.20",0,"3,026.20"
23-Feb-21,Debit Card,0,504.37,"2,521.83"
23-Feb-21,Miscellaneous,0,360.26,"2,161.57"
23-Feb-21,Bill,0,360.26,"1,801.31"
23-Feb-21,Reversal,"164,760.20",0,"166,561.51"
23-Feb-21,ATM,0,"83,280.76","83,280.76"
23-Feb-21,Commission,0,"10,410.10","72,870.66"
23-Feb-21,ATM,5,0,"72,875.66"
23-Feb-21,Miscellaneous,210.4,0,"73,086.06"
23-Feb-21,IMPS,0,"36,543.03","36,543.03"
23-Feb-21,RTGS,0,"4,567.88","31,975.15"
23-Feb-21,Reversal,0,"7,993.79","23,981.36"
23-Feb-21,IMPS,0,"23,981.36",0
24-Feb-21,Commission,297.7,0,297.7
24-Feb-21,Transfer,0,99.23,198.47
24-Feb-21,Purchase,"43,965.00",0,"44,163.47"
24-Feb-21,Transfer,11.2,0,"44,174.67"
24-Feb-21,RTGS,"586,552.50",0,"630,727.17"
24-Feb-21,Commission,30.77,0,"630,757.94"
24-Feb-21,ATM,0,"78,844.74","551,913.20"
24-Feb-21,Cheque,0,"55,191.32","496,721.88"
24-Feb-21,Miscellaneous,0,"165,573.96","331,147.92"
24-Feb-21,Transfer,"189,318.00",0,"520,465.92"
24-Feb-21,Interest,"12,090.45",0,"532,556.37"
25-Feb-21,Debit Card,0,"133,139.09","399,417.28"
25-Feb-21,RTGS,142,0,"399,559.28"
25-Feb-21,Debit Card,0,"44,395.48","355,163.80"
25-Feb-21,Miscellaneous,0,"59,193.97","295,969.83"
25-Feb-21,Transfer,0,"49,328.31","246,641.53"
25-Feb-21,Debit Card,117,0,"246,758.53"
25-Feb-21,Purchase,"1,900,377.25",0,"2,147,135.78"
25-Feb-21,Bill,0,"214,713.58","1,932,422.20"
25-Feb-21,Miscellaneous,0,"322,070.37","1,610,351.83"
25-Feb-21,Purchase,0,"201,293.98","1,409,057.85"
25-Feb-21,Reversal,"737,500.25",0,"2,146,558.10"
25-Feb-21,Purchase,"20,143.50",0,"2,166,701.60"
25-Feb-21,Cash,"206,011.22",0,"2,372,712.82"
25-Feb-21,Debit Card,0,"338,958.97","2,033,753.85"
26-Feb-21,Tax,0,"225,972.65","1,807,781.20"
26-Feb-21,NEFT,0,"301,296.87","1,506,484.33"
26-Feb-21,Cash,0,"251,080.72","1,255,403.61"
26-Feb-21,Transfer,0,"209,233.94","1,046,169.68"
26-Feb-21,Interest,0,"174,361.61","871,808.07"
26-Feb-21,Tax,0,"871,808.07",0
26-Feb-21,Reversal,"66,507.97",0,"66,507.97"
26-Feb-21,Cheque,0,"33,253.99","33,253.98"
26-Feb-21,Commission,0,"4,156.75","29,097.23"
26-Feb-21,Debit Card,0,"3,637.15","25,460.08"
27-Feb-21,Purchase,0,"6,365.02","19,095.06"
27-Feb-21,Tax,"212,978.00",0,"232,073.06"
27-Feb-21,Interest,"88,357.00",0,"320,430.06"
27-Feb-21,Cash,3.36,0,"320,433.42"
27-Feb-21,Cheque,0,"45,776.20","274,657.22"
27-Feb-21,Debit Card,140,0,"274,797.22"
27-Feb-21,Cash,0,"91,599.07","183,198.15"
27-Feb-21,Interest,0,"20,355.35","162,842.80"
27-Feb-21,Interest,"1,944.90",0,"164,787.70"
27-Feb-21,IMPS,"1,795,814.00",0,"1,960,601.70"
27-Feb-21,Miscellaneous,445.82,0,"1,961,047.52"
27-Feb-21,Reversal,"8,601.00",0,"1,969,648.52"
27-Feb-21,Transfer,0,"218,849.84","1,750,798.68"
27-Feb-21,Transfer,"238,082.00",0,"1,988,880.68"
27-Feb-21,IMPS,0,"198,888.07","1,789,992.61"
27-Feb-21,Miscellaneous,60.4,0,"1,790,053.01"
27-Feb-21,Interest,0,"447,513.25","1,342,539.76"
27-Feb-21,NEFT,0,"335,634.94","1,006,904.82"
27-Feb-21,Miscellaneous,"17,390.00",0,"1,024,294.82"
27-Feb-21,Bill,0,"170,715.80","853,579.02"
27-Feb-21,Transfer,0,"853,579.02",0
27-Feb-21,IMPS,"3,585.55",0,"3,585.55"
27-Feb-21,Interest,0,358.56,"3,227.00"
27-Feb-21,Reversal,0,461,"2,766.00"
27-Feb-21,IMPS,0,307.33,"2,458.67"
27-Feb-21,Interest,0,"2,458.67",0
27-Feb-21,IMPS,"1,999,962.20",0,"1,999,962.20"
27-Feb-21,IMPS,0,"399,992.44","1,599,969.76"
27-Feb-21,Purchase,0,"177,774.42","1,422,195.34"
27-Feb-21,ATM,0.3,0,"1,422,195.64"
27-Feb-21,Reversal,0,"284,439.13","1,137,756.51"
27-Feb-21,Miscellaneous,0,"126,417.39","1,011,339.12"
27-Feb-21,Interest,0,"1,011,339.12",0
27-Feb-21,Bill,"127,976.00",0,"127,976.00"
27-Feb-21,Cheque,0,"127,976.00",0
27-Feb-21,Transfer,3,0,3
27-Feb-21,Cash,"24,569.96",0,"24,572.96"
27-Feb-21,Miscellaneous,"1,376.00",0,"25,948.96"
27-Feb-21,IMPS,7.2,0,"25,956.16"
27-Feb-21,Bill,0,"6,489.04","19,467.12"
27-Feb-21,IMPS,0,"9,733.56","9,733.56"
28-Feb-21,Bill,53.67,0,"9,787.23"
28-Feb-21,Cash,0,"1,087.47","8,699.76"
28-Feb-21,Miscellaneous,"238,051.00",0,"246,750.76"
28-Feb-21,Purchase,0,"27,416.75","219,334.01"
28-Feb-21,Cheque,0,"27,416.75","191,917.26"
28-Feb-21,Miscellaneous,0,"31,986.21","159,931.05"
28-Feb-21,Commission,0,"19,991.38","139,939.67"
28-Feb-21,Tax,"31,458.86",0,"171,398.53"
28-Feb-21,Cheque,8,0,"171,406.53"
28-Feb-21,Commission,58.73,0,"171,465.26"
28-Feb-21,RTGS,0.82,0,"171,466.08"
28-Feb-21,IMPS,984.02,0,"172,450.10"
28-Feb-21,IMPS,4,0,"172,454.10"
28-Feb-21,Interest,0,"19,161.57","153,292.53"
28-Feb-21,Interest,165,0,"153,457.53"
28-Feb-21,Tax,0,"76,728.77","76,728.76"
28-Feb-21,NEFT,0,"25,576.25","51,152.51"
28-Feb-21,Reversal,"3,112.47",0,"54,264.98"
28-Feb-21,RTGS,0,"54,264.98",0
28-Feb-21,Debit Card,"116,625.97",0,"116,625.97"
28-Feb-21,Miscellaneous,313,0,"116,938.97"
28-Feb-21,Cheque,"446,549.00",0,"563,487.97"
28-Feb-21,Bill,3.2,0,"563,491.17"
28-Feb-21,Purchase,6,0,"563,497.17"
28-Feb-21,Miscellaneous,"203,272.00",0,"766,769.17"
28-Feb-21,Bill,"626,264.00",0,"1,393,033.17"
28-Feb-21,Reversal,0,"464,344.39","928,688.78"
28-Feb-21,Reversal,71,0,"928,759.78"
28-Feb-21,Transfer,"54,595.40",0,"983,355.18"
28-Feb-21,Purchase,811.49,0,"984,166.67"
28-Feb-21,Cheque,0,"109,351.85","874,814.82"
28-Feb-21,Bill,"68,033.09",0,"942,847.91"
1-Mar-21,Transfer,0,"94,284.79","848,563.12"
1-Mar-21,NEFT,343.4,0,"848,906.52"
1-Mar-21,Miscellaneous,0,"282,968.84","565,937.68"
1-Mar-21,Cash,2.2,0,"565,939.88"
1-Mar-21,Cheque,0,"62,882.21","503,057.67"
2-Mar-21,Miscellaneous,35,0,"503,092.67"
2-Mar-21,Transfer,0,"503,092.67",0
2-Mar-21,RTGS,54,0,54
2-Mar-21,Tax,"1,706.70",0,"1,760.70"
2-Mar-21,ATM,"1,076.32",0,"2,837.02"
2-Mar-21,Transfer,0,"2,837.02",0
2-Mar-21,Cheque,"1,221.00",0,"1,221.00"
2-Mar-21,Cheque,0,305.25,915.75
2-Mar-21,Cash,0,305.25,610.5
2-Mar-21,RTGS,"422,673.00",0,"423,283.50"
2-Mar-21,Debit Card,"5,176.30",0,"428,459.80"
2-Mar-21,NEFT,0,"42,845.98","385,613.82"
2-Mar-21,ATM,"23,318.00",0,"408,931.82"
2-Mar-21,Transfer,0,"51,116.48","357,815.34"
2-Mar-21,Cash,0,"39,757.26","318,058.08"
2-Mar-21,Transfer,0,"31,805.81","286,252.27"
2-Mar-21,Debit Card,"1,411,565.20",0,"1,697,817.47"
2-Mar-21,Reversal,"259,399.00",0,"1,957,216.47"
2-Mar-21,Bill,3.9,0,"1,957,220.37"
2-Mar-21,Purchase,45.16,0,"1,957,265.53"
2-Mar-21,Debit Card,7.23,0,"1,957,272.76"
2-Mar-21,Interest,0,"195,727.28","1,761,545.48"
2-Mar-21,Debit Card,"1,114,286.00",0,"2,875,831.48"
2-Mar-21,Cheque,"167,790.40",0,"3,043,621.88"
2-Mar-21,Commission,0,"1,014,540.63","2,029,081.25"
2-Mar-21,Reversal,0,"225,453.47","1,803,627.78"
2-Mar-21,IMPS,3.4,0,"1,803,631.18"
2-Mar-21,IMPS,0,"1,803,631.18",0
2-Mar-21,ATM,62.49,0,62.49
2-Mar-21,Bill,0,62.49,0
2-Mar-21,IMPS,"3,710.10",0,"3,710.10"
2-Mar-21,Reversal,0,"1,236.70","2,473.40"
2-Mar-21,ATM,43,0,"2,516.40"
2-Mar-21,Debit Card,"1,334,579.00",0,"1,337,095.40"
2-Mar-21,Miscellaneous,0,"222,849.23","1,114,246.17"
2-Mar-21,Reversal,0,"222,849.23","891,396.94"
2-Mar-21,Miscellaneous,161.7,0,"891,558.64"
2-Mar-21,Miscellaneous,0,"445,779.32","445,779.32"
2-Mar-21,Debit Card,0,"148,593.11","297,186.21"
2-Mar-21,NEFT,0,"297,186.21",0
2-Mar-21,Cash,0.4,0,0.4
2-Mar-21,Transfer,0,0.4,0
2-Mar-21,IMPS,"21,425.00",0,"21,425.00"
2-Mar-21,Purchase,"257,027.31",0,"278,452.31"
2-Mar-21,Transfer,36,0,"278,488.31"
2-Mar-21,Purchase,0,"69,622.08","208,866.23"
2-Mar-21,Debit Card,"29,675.00",0,"238,541.23"
2-Mar-21,Debit Card,4.13,0,"238,545.36"
2-Mar-21,Commission,0,"34,077.91","204,467.45"
2-Mar-21,Bill,"3,728.00",0,"208,195.45"
2-Mar-21,Tax,"3,465.00",0,"211,660.45"
2-Mar-21,Transfer,5,0,"211,665.45"
2-Mar-21,NEFT,0,"35,277.58","176,387.88"
2-Mar-21,Cash,0,"176,387.88",0
2-Mar-21,Debit Card,"178,104.72",0,"178,104.72"
2-Mar-21,Miscellaneous,0,"44,526.18","133,578.54"
2-Mar-21,Reversal,"235,717.00",0,"369,295.54"
2-Mar-21,Interest,0,"123,098.51","246,197.03"
2-Mar-21,NEFT,0,"49,239.41","196,957.62"
2-Mar-21,NEFT,0,"24,619.70","172,337.92"
2-Mar-21,Cheque,282.96,0,"172,620.88"
2-Mar-21,Tax,"96,672.00",0,"269,292.88"
2-Mar-21,Transfer,248.2,0,"269,541.08"
2-Mar-21,Debit Card,0,"38,505.87","231,035.21"
2-Mar-21,RTGS,"1,342,289.00",0,"1,573,324.21"
2-Mar-21,Debit Card,0,"524,441.40","1,048,882.81"
2-Mar-21,Commission,0,"1,048,882.81",0
2-Mar-21,IMPS,"29,368.40",0,"29,368.40"
2-Mar-21,Interest,52.92,0,"29,421.32"
2-Mar-21,Miscellaneous,0,"14,710.66","14,710.66"
2-Mar-21,Debit Card,0,"2,451.78","12,258.88"
2-Mar-21,Purchase,0,"2,451.78","9,807.10"
2-Mar-21,Tax,0,"1,089.68","8,717.42"
2-Mar-21,Miscellaneous,0,"1,245.35","7,472.07"
2-Mar-21,ATM,"97,864.59",0,"105,336.66"
2-Mar-21,Commission,0,"105,336.66",0
2-Mar-21,Cheque,"108,218.20",0,"108,218.20"
2-Mar-21,Miscellaneous,"1,003,788.00",0,"1,112,006.20"
2-Mar-21,Cheque,0,"370,668.73","741,337.47"
2-Mar-21,ATM,0,"148,267.49","593,069.98"
2-Mar-21,Commission,0,"65,896.66","527,173.32"
2-Mar-21,RTGS,0,"263,586.66","263,586.66"
2-Mar-21,RTGS,0,"37,655.24","225,931.42"
2-Mar-21,ATM,"447,816.50",0,"673,747.92"
2-Mar-21,Miscellaneous,0,"336,873.96","336,873.96"
2-Mar-21,Purchase,"1,148,546.00",0,"1,485,419.96"
2-Mar-21,Cash,0,"371,354.99","1,114,064.97"
2-Mar-21,Cash,12,0,"1,114,076.97"
2-Mar-21,Cash,0,"1,114,076.97",0
2-Mar-21,RTGS,364,0,364
2-Mar-21,Debit Card,210,0,574
2-Mar-21,Purchase,0,63.78,510.22
2-Mar-21,Purchase,0,255.11,255.11
2-Mar-21,Transfer,0,25.51,229.6
2-Mar-21,NEFT,387.1,0,616.7
2-Mar-21,Tax,47.71,0,664.41
2-Mar-21,Cash,1.8,0,666.21
2-Mar-21,Bill,"3,008.40",0,"3,674.61"
2-Mar-21,Commission,"68,387.00",0,"72,061.61"
2-Mar-21,Miscellaneous,0,"18,015.40","54,046.21"
2-Mar-21,Cash,0,"9,007.70","45,038.51"
2-Mar-21,Reversal,"2,994.50",0,"48,033.01"
2-Mar-21,Miscellaneous,0,"6,004.13","42,028.88"
2-Mar-21,Commission,0,"10,507.22","31,521.66"
2-Mar-21,Interest,30,0,"31,551.66"
2-Mar-21,Cheque,"23,914.00",0,"55,465.66"
2-Mar-21,IMPS,0,"55,465.66",0
2-Mar-21,Reversal,"1,801,418.00",0,"1,801,418.00"
2-Mar-21,Debit Card,0,"180,141.80","1,621,276.20"
2-Mar-21,Commission,0,"162,127.62","1,459,148.58"
2-Mar-21,Reversal,0,"208,449.80","1,250,698.78"
2-Mar-21,Reversal,0,"250,139.76","1,000,559.02"
2-Mar-21,Reversal,0,"100,055.90","900,503.12"
2-Mar-21,NEFT,0,"180,100.62","720,402.50"
2-Mar-21,Reversal,0,"120,067.08","600,335.42"
2-Mar-21,Reversal,0,"200,111.81","400,223.61"
2-Mar-21,Interest,"456,888.20",0,"857,111.81"
2-Mar-21,Reversal,0.1,0,"857,111.91"
2-Mar-21,Commission,"62,974.72",0,"920,086.63"
2-Mar-21,Debit Card,50.75,0,"920,137.38"
2-Mar-21,NEFT,0,"230,034.35","690,103.04"
2-Mar-21,Interest,0,"690,103.04",0
2-Mar-21,Commission,0,0,0
2-Mar-21,Transfer,202.5,0,202.5
2-Mar-21,Cash,265,0,467.5
2-Mar-21,NEFT,0,66.79,400.71
2-Mar-21,Reversal,4,0,404.71
2-Mar-21,Debit Card,"11,896.30",0,"12,301.01"
